HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HB
HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HB
HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HB
HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QB,,,,,,,,,,,,,MB,,,,,,,,,,,,,,,,,,,BB,BB,BB,,BB,BB,BB,,BB,BB,,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,,,,,,,,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,,BB,BB,,BB,BB,,BB,BB,,BB,BB,,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QB,,,HB
HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SP,MB,,,,,,,,,,,,,,,,,,,BB,BB,BB,,BB,BB,BB,,BB,BB,,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,BB,,BB,BB,,BB,BB,,BB,BB,,BB,BB,,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HB
HB,,,,,,,,,,,,,,,,,,,,,,,QB,,,,,,,,,,,,,,,,,,,,,,,MB,MB,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QB,QB,,,,,,,,,,,,,,,,,,,,,,BB,,,,,,,QB,,,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HB
HB,,,,,QB,,,,,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,,,,,,,,MB,MB,,,,,,,,MB,MB,,,,,,,,,,,,,,,,,,,,,,,,,,MB,MB,MB,,,,,,,,,,,,,BB,BB,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SP,,,HB
HB,,,,,,,,,,,,,,,,,,,,,,,,,,SP,MB,,,,,,,,MB,,,,,,,,,MB,,,,,,,,,MB,MB,,,,,,,,MB,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,BB,BB,BB,,,,,,,,,,,,,,,,,,,,,,,QB,,,,,,,QB,,,,,,,,,,BB,BB,,,,,,,,,,,,,,,,,,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QB,QB,QB,,HB
HB,,,,,,,,,,,,,,,,,,,,,,,,,,MB,MB,,,,,,,,MB,MB,,,,,,,MB,,,,,,,,MB,MB,,,MB,MB,,,,MB,MB,,,MB,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,,,,,,,,,,,,,,,,,,,,,,MB,MB,,,,,,,,,,,,,,,,QB,QB,,,,,,,,,,,,,,,,,,,HB
HB,,,,,,,,,,,,,,,,QB,,,,,,,,,MB,MB,MB,,,,,,MB,,MB,MB,,,,,,MB,MB,QB,,,,,,,MB,MB,QB,,MB,MB,,,,MB,MB,,,MB,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB,BB,,,,,,,,,,,,,,,,,,,,,,MB,MB,,,,,,,,,,,,,,,,,,,,,,QB,,,,,,,,,,,,,,,HB
